isbn,keywords
9780898704525,"peter, kreeft, believes, baise, pascal, first, post, medieval, apologist, writer, history, claims, effective, christian, evangelist, today, uprooted, confused, secularized, pagans, inside, outside, church, brilliant, man, great, scientist, major, work, physics, mathematics, well, inventor, thinks, three, centuries, ahead, time, apologetics, found, pensees, ideal, modern, sophisticated, skeptic"
9780898706833,"generally, agreed, among, foes, less, friends, ignatius, loyola, maker, history, hundred, books, could, cited, proof, statement, aim, classic, work, rather, show, grace, god, forming, person, st, definitive, biographical, fr, brodrick, combines, scholarly, research, readable, enjoyable, style, book, endeavors, stages, led, wounded, cavalier, dream, world, romantic, battles, service, fair, ladies, noontide, divine, reality, pilgrimage, liked, call, difficult, period, spiritual, apprenticeship, began, thirty, lasted, seventeen, years, endless, often, moving, trials, emerged, man, completely, transformed, christ, one, great, saints, church, includes, maps, index"
9780898709193,"alex, jones, fire, penecostal, minister, detroit, completely, dedicated, shepherd, flock, greatly, loved, people, seeking, give, genuine, experience, early, church, prayer, worship, services, carefully, read, scripture, fathers, writings, saints, came, startling, conclusion, present, day, catholic, holy, mass, exact, service, began, share, findings, parish, eventually, joined, incredible, story, black, challenging, dramatic, spiritual, jounrey, followed, today, preaches, usual, passion, christ, deacon, book, tells, life, chidhood, way, conversion, catholicism, 2001, simultaneously, wife, donna, journey, well, shows, always, path, preparation, entering, personally, deeply, convinced, momentous, changing, career, decision, god"
9780898709797,"many, protestants, catholics, deeply, affected, spiritually, changed, writings, c, lewis, converts, catholicism, well, known, credit, playing, significant, role, conversion, includes, famous, writers, like, peter, kreeft, sheldon, vanauken, thomas, howard, joseph, pearce, ironic, perplexing, fact, catholic, aspects, faith, devotion, never, became, roman, wondered, highly, regarded, literary, biographer, great, admirer, ideal, writer, try, answer, question, relationship, church, important, intriguing, topic, interest, delves, issues, questions, factors, regarding, puzzling, gives, broad, detailed, analysis, historical, biographical, theological, pieces, puzzle, findings, set, forth, objective, shape, spiritual, works, relation, written, book, brings, new, insights, christian, spark, lively, discussion, among, readers, bring, better, understanding, beliefs, jacket"
9780898792089,"block, covers, every, step, novel, writing, selling, process, help, writers, deliver, salable, manuscript, right, editor, desk"
9780898868098,"technical, yet, accessible, avalanche, handbook, 3rd, edition, covers, formation, character, effects, control, avalanches, rescue, techniques, research, understanding, surviving, illustrated, nearly, 200, updated, illustrations, photos, examples, revised, offers, exhaustive, information, contributing, weather, climate, factors, snowpack, analysis, newest, transceiver, search, preventative, protective, measures, including, zoning, contains, new, unique, characteristics, alpine, snow, slab, instability, terrain, variables, skier, triggering, nature, motion, plus, brand, chapters, elements, backcountry, forecasting, decision, making, process"
9780899421698,"first, time, wills, translation, entire, confessions, work, saint, augustine, compiled, one, edition, removed, place, spiritual, relevance, text, continues, influence, contemporary, religion, language, thought"
9780911589030,"aristotle, nicomachean, ethics, perhaps, one, influential, treatise, moral, philosophy, central, text, greek, primary, source, medieval, stimulus, thought, morality, questions, discussed, include, human, happiness, welfare, nature, good, person, psychology, action, character, virtues, intellect, praise, blame, resposibility, practical, reason, weakness, self, interest, interests, others, role, friendship, life, relation, pleasure, goodness"
9780915145690,"introduction, stoic, philosophy, epictetus, c, 50, 130, representative, began, recognizable, movement, around, 300, b, founder, zeno, cytium, confused, elea, discovered, famous, paradoxes, born, cyprus, 336, philosophical, activity, took, place, athens, 500, years, stoicism, one, influential, fruitful, movements, graeco, roman, world, works, earlier, stoics, survive, fragmentary, quotations, authors, renaissance, well, nineteenth, century, ethical, thought, important, ancient, influences, european, ethics, particularly, descriptions, cicero, surviving, seneca, marcus, aurelius, also, effect, antiquity, continued, christian, views, nowadays, undergraduate, graduate, student, learning, university, course, may, hear, plato, aristotle, along, perhaps, presocratics, history, western, education, situation, somewhat, atypical, periods, comparable, would, learned, much, two, major, epicureanism, scepticism, spite, lack, explicit, acquaintance, philosophers, however, students, recognize, various, ideas, familiar, effects, thinkers, notably, spinoza, intellectual, tradition"
9780915811236,"old, man, named, socrates, shows, danny, best, way, dealing, bully, peaceful, warrior, courage, love"
9780918273826,"wealthy, japanese, man, brazilian, healer, couple, raise, homing, pigeons, pilgrim, american, businessman, find, lives, altered, encounter, rain, forest"
9780919123700,"great, american, novel, moby, dick, psychological, document, like, dream, needs, interpretation, elaboration, images, meaning, emerge, fully, subtitle, work, underscores, correspondence, melville, deep, internal, struggle, hidden, complexities, within, us"
9780922729364,"source, inner, guidance, spiritual, transformation, cover"
9780922729487,"difference, soul, mate, karmic, relationship, one, divine, partner, called, twin, flame, learn, relationships, important, pursuit, highest, form, love"
9780922915613,"know, deaths, jim, morrison, tupac, shakur, michael, hutchence, brian, jones, jimi, hendrix, phil, ochs, bob, marley, peter, tosh, john, lennon, notorious, b, g, many, rock, musicians, outspoken, powerful, proponents, social, change, making, threat, eager, maintain, status, quo, comprehensive, look, suspect, star, conspiracy, researcher, constantine, unearths, secrets, music, industry, organised, crime, would, prefer, kept, wraps"
9780922915996,"desolate, continent, antarctica, united, states, government, set, three, bases, operated, raytheon, corporation, alleged, ports, high, science, seen, little, technical, endeavours, century, nevertheless, charade, continues, many, dozens, workers, cooped, together, tech, communes, harassed, tic, tac, bureaucracy, makes, soviet, union, look, free, easy, filled, highly, neurotic, individuals, use, time, playing, mind, games, one, another"
9780930588793,"miller, masterful, book, based, years, 1850s, among, mining, towns, indian, camps, northern, california, account, epic, sweep, grandeur, tone, never, heard, literature, west"
9780932440556,"selections, five, poets, constitute, greatest, lyric, poetry, ever, written, poet, introduced, translator, david, young, represented, selection, spans, development, career"
9780932813862,"nikola, tesla, free, energy, wireless, transmission, power, cover"
9780933121188,"ginzburg, compiles, vivid, newspaper, accounts, 1886, 1960, provide, insight, understanding, history, racial, violence"
9780933121263,"masterful, unique, manner, dr, ben, uses, black, man, nile, challenge, expose, europeanized, african, history, order"
9780933121294,"african, origins, major, western, religions, first, published, 1970, continues, one, dr, ben, thought, provoking, works, critical, examination, history, beliefs, myths, remains, instructive, fresh, highlighting, influences, roots, reveals, untold, many, would, prefer, froget"
9780934380232,"two, classic, texts, deal, crowd, psychology, irrational, behavior, characterizes, large, groups, people, acting, en, masse, extraordinary, popular, delusions, madness, crowds, books, provide, lucid, witty, insights, tulipmania, holland, price, tulip, bulbs, astronomical, heights, combined, single, volume, one"
