isbn,title,writer,publisher,avg_score
9789812468239,La gata perdida = The Missing Cat (Las Aventuras de Nicolas = Adventures with Nicholas),Chris L. Demarest/Berlitz Publishing Company,Berlitz Kids,4.14
9789812468208,La Chatte Perdue = The Missing Cat (Les Aventures avec Nicolas = Adventures with Nicholas),Chris L. Demarest,Berlitz Kids,4.14
9780785759379,The Mystery of the Missing Cat,Gertrude Chandler Warner/Charles Tang,Turtleback Books,3.82
9782831557434,Die Verschwundene Katze = The Missing Cat,Chris L. Demarest,Berlitz Kids,4.14
9780590407328,The Trolley Car Family,Eleanor Clymer/Ursula Koering,Scholastic,4.14
9780316030892,Rose in Bloom (Eight Cousins  #2),Louisa May Alcott,Little  Brown Books for Young Readers,4.04
9781562926168,The Quiet Little Woman: A Christmas Story,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,Honor Books,3.67
9781555533076,Louisa May Alcott on Race  Sex  and Slavery,Louisa May Alcott/Sarah Elbert,Northeastern University Press,3.94
9780060004507,An Old-Fashioned Thanksgiving,Louisa May Alcott/James Bernardin,HarperCollins Publishers,3.71
9780813516707,Moods,Louisa May Alcott,Rutgers University Press,3.4
9780736805995,The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,Louisa May Alcott/Kerry A. Graves,Capstone Press,3.91
9780590488129,These Happy Golden Years (Little House  #8),Laura Ingalls Wilder/Garth Williams,Scholastic  Inc.,4.19
9780064462341,Pioneer Girl: The Story of Laura Ingalls Wilder,William   Anderson/Dan Andreasen,HarperCollins,4.14
9780393926118,The Norton Anthology of Short Fiction,Richard Bausch,W. W. Norton & Company,4.18
9780139567568,Red  White  and Black: The Peoples of Early North America,Gary B. Nash,Prentice Hall,3.79
9780786806430,Homemade Love,bell hooks/Shane W. Evans,Jump At The Sun,4.18
9780743456081,The Will to Change: Men  Masculinity  and Love,bell hooks,Washington Square Press,4.36
9780805050271,Killing Rage: Ending Racism,bell hooks,Holt Paperbacks,4.28
9780415929134,Where We Stand: Class Matters,bell hooks,Routledge,4.18
9780688168445,All About Love: New Visions,bell hooks,William Morrow,4.01
9780807050118,Everybody Was Kung Fu Fighting: Afro-Asian Connections and the Myth of Cultural Purity,Vijay Prashad,Beacon Press,3.95
9781565847859,The Darker Nations: A People's History of the Third World,Vijay Prashad/Howard Zinn,New Press  The,3.98
9780816634392,The Karma Of Brown Folk,Vijay Prashad,Univ Of Minnesota Press,4.1
9780812217759,The Negro,W.E.B. Du Bois/Robert Gregg,University of Pennsylvania Press,4.32
9781594200298,Democracy Matters: Winning the Fight Against Imperialism,Cornel West,Penguin Press HC  The,3.95
9780029131695,Tyranny of the Majority: Fundamental Fairness in Representative Democracy,Lani Guinier/Stephen L. Carter,Free Press,3.87
9780160729942,More Readings From One Man's Wilderness: The Journals of Richard L. Proenneke  1974-1980,Richard Proenneke/John Branson,National Park Service,4.42
9780380804528,The Guardship (Thomas Marlowe  #1),James L. Nelson,William Morrow Paperbacks,4.01
9780440237846,Before We Were Free,Julia Alvarez,Laurel Leaf Library,3.87
9780385503846,Moral Disorder and Other Stories,Margaret Atwood,Nan A. Talese,3.63
9781841957173,The Penelopiad,Margaret Atwood/Laurel Merlington,Canongate U.S.,3.7
9780385516686,The Tent,Margaret Atwood,Nan A. Talese,3.7
9780385491037,The Robber Bride,Margaret Atwood,Anchor,3.83
9780571219711,The Moth Diaries,Rachel Klein,Faber & Faber Limited,3.49
9780451205551,Trauma,Graham Masterton,Signet,3.55
9780743261982,Liars and Saints,Maile Meloy,Scribner,3.6
9780375708138,The Anthropology of Turquoise: Reflections on Desert  Sea  Stone  and Sky,Ellen Meloy,Vintage,4.04
9781400031771,Eating Stone: Imagination and the Loss of the Wild,Ellen Meloy,Vintage,4.1
9780805832891,Writing the Qualitative Dissertation: Understanding by Doing,Judith M. Meloy,Psychology Press,3.73
9780060758769,The Dead Beat: Lost Souls  Lucky Stiffs  and the Perverse Pleasures of Obituaries,Marilyn Johnson,Harper Perennial,3.41
9780451460912,Dead Beat (The Dresden Files  #7),Jim Butcher,Roc,4.43
9780805209068,Diaries  1910-1923,Franz Kafka/Max Brod/Joseph Kresh/Martin Greenberg,Schocken,4.23
9781419172694,The Metamorphosis,Franz Kafka,Kessinger Publishing,3.81
9780684800707,The Metamorphosis  In the Penal Colony  and Other Stories: The Great Short Works of Franz Kafka,Franz Kafka,Scribner,4.04
9780099428640,The Trial,Franz Kafka/Max Brod/Willa Muir/Edwin Muir,Vintage,3.98
9780805238631,Franz Kafka: The Complete Stories,Franz Kafka/Nabum N. Glazer/John Updike,Schocken,4.35
9780805209990,The Trial,Franz Kafka/Breon Mitchell/Arthur H. Samuelson,Schocken Books,3.98
9780805212075,The Zürau Aphorisms,Franz Kafka/Michael Hofmann/Geoffrey Brock/Roberto Calasso,Schocken,3.75
9780375411724,Collected Shorter Fiction: Volume I,Leo Tolstoy/Aylmer Maude/Nigel J. Cooper,Everyman's Library,4.41
9780812975048,The Cossacks,Leo Tolstoy/Peter Constantine/Cynthia Ozick,Modern Library,3.79
9780142400654,More Adventures of the Great Brain (Great Brain  #2),John D. Fitzgerald/Mercer Mayer,Puffin Books,4.26
9780060392888,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss/Vince Neil/Nikki Sixx/Tommy Lee/Mick Mars,Dey Street Books,4.16
9780671746063,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,Pocket Books,4.22
9780553213454,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel,Bantam Classics,4.07
9780393960570,The Awakening,Kate Chopin/Margo Culley,W. W. Norton & Company,3.65
9780679732174,Go Down  Moses,William Faulkner,Vintage,3.93
9781563890826,The Books of Magic,Neil Gaiman/John Bolton/Scott Hampton/Charles Vess/Paul Johnson/Roger Zelazny,Vertigo,4.08
9781844082933,The House of Mirth,Edith Wharton/Nina Bawden,Virago,3.95
9781600962202,House of Mirth,Edith Wharton,Waking Lion Press,3.95
9781593081041,The House of Mirth,Edith Wharton/Jeffrey Meyers,Barnes  Noble Classics,3.95
9780553382952,Light (Kefahuchi Tract  #1),M. John Harrison,Spectra,3.6
9780961392178,Beautiful Evidence,Edward R. Tufte,Graphics Press LLC,4.15
9780961392161,The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,Edward R. Tufte,Graphics Press,4.08
9783548256429,Hafen des Unglücks (Aubrey/Maturin Book 11),Patrick O'Brian,Ullstein Buchverlage GmbH & Co. KG / Ullstein Tas,4.41
9783548254432,Manöver um Feuerland (The Far Side of the World) (Aubrey/Maturin Book 10),Patrick O'Brian,Ullstein Tb,4.45
9780739315651,Master and Commander (Aubrey/Maturin Book 1),Patrick O'Brian,Random House Audio,4.1
9780397008049,Post Captain (Aubrey/Maturin Book 2),Patrick O'Brian,Lippincott Williams & Wilkins,4.29
9783548254357,Gefahr im Roten Meer (Treason's Harbour) (Aubrey/Maturin Book 9),Patrick O'Brian,Ullstein Tb,4.38
9780141001821,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,Penguin Books,4.16
9780515128550,Heart of the Sea (Gallaghers of Ardmore  #3),Nora Roberts,Berkley Books,4.15
9788466307253,Corazón de mar (Gallagher  #3),Nora Roberts/Juan Larrea,Punto de Lectura,4.15
9780312300333,Banvard's Folly: Thirteen Tales of People Who Didn't Change the World,Paul  Collins,Picador,3.98
9780486203942,Fads and Fallacies in the Name of Science,Martin Gardner,Dover Publications (NY),4.06
9780099448570,South of the Border  West of the Sun,Haruki Murakami/Philip Gabriel,Vintage,3.87
9780099448761,Dance Dance Dance,Haruki Murakami,Vintage,4.04
9780307265838,After Dark,Haruki Murakami/Jay Rubin,Knopf Publishing Group,3.7
9781400033966,Vintage Murakami,Haruki Murakami,Vintage Books USA,4.03
9788484494874,Gravitation #2,Maki Murakami,Ediciones Glénat España,3.99
9781411683051,The Master and Margarita,Mikhail Bulgakov/Michael Karpelson,Lulu Press,4.3
9780533017423,Bulgakov's the Master and Margarita: The Text as a Cipher,Elena N. Mahlow,Vantage Press,5.0
9785040019526,Мастер и Маргарита,Mikhail Bulgakov/Михаил Булгаков,Эксмо,4.3
9780156032971,Foucault's Pendulum,Umberto Eco/William Weaver,Mariner Books,3.89
9780743464796,Pendulum: Leon Foucault and the Triumph of Science,Amir D. Aczel,Washington Square Press,3.72
9781593081539,The House of Mirth,Edith Wharton/Jeffrey Meyers,Barnes  Noble Classics,3.95
9780814749760,The House of Mirth,Edith Wharton/R.W.B. Lewis,New York University Press,3.95
9780765348210,The Family Trade (The Merchant Princes  #1),Charles Stross,Tor Fantasy,3.52
9780809556038,Toast  and Other Stories,Charles Stross,Cosmos Books (OH),3.8
9780441014156,Accelerando,Charles Stross,Ace Books,3.88
9780441014033,Glasshouse,Charles Stross,Ace Books,3.87
9780765352057,The Hidden Family (The Merchant Princes  #2),Charles Stross,Tor Fantasy,3.57
9781884612466,Lobsters,Charles Stross/Shandra Marie/Jared Doreck,AudioText,3.83
9781884612473,Antibodies,Charles Stross/Shandra Marie/Jared Doreck,AudioText,3.46
9780451529558,Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,Fyodor Dostoyevsky/Andrew R. MacAndrew/Ben Marcus,Signet,4.18
9780486434094,The House of the Dead,Fyodor Dostoyevsky/Ergin Altay,Dover Publications,4.05
9780140446586,The Village of Stepanchikovo,Fyodor Dostoyevsky/Ignat Avsey,Penguin Book Limited,3.87
9780679420293,Crime and Punishment,Fyodor Dostoyevsky/Larissa Volokhonsky/Richard Pevear,Random House,4.21
9781843911234,The Gambler,Fyodor Dostoyevsky/Jonathan Franzen,Hesperus Press,3.89
9780140442526,Notes from Underground & The Double,Fyodor Dostoyevsky/Jessie Coulson,Penguin Books,4.2
9780460874489,Notes from Underground & A Confession (Everyman's Library),A.D.P. Briggs/Leo Tolstoy/Fyodor Dostoyevsky,Everymans Library,3.76
9780140441796,The Gambler/Bobok/A Nasty Story,Fyodor Dostoyevsky/Jessie Coulson,Penguin Books,3.99
9780486432137,The Idiot,Fyodor Dostoyevsky/Constance Garnett,Dover Publications,4.18
9780140444551,Netochka Nezvanova,Fyodor Dostoyevsky/Jane Kentish,Penguin Classics,3.81
9780571197514,Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood,Tom Stoppard,Farrar  Straus and Giroux,4.29
9780802143075,Rock 'n' Roll,Tom Stoppard,Grove Press,3.71
9780571125296,The Real Thing,Tom Stoppard,Farrar  Straus and Giroux,3.94
9781568651378,Arcadia,Tom Stoppard,Doubleday Books,4.19
9780571177653,Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,Tom Stoppard,Faber & Faber,4.03
9780802150455,Every Good Boy Deserves Favor & Professional Foul,Tom Stoppard,Grove Press,3.9
9780802142719,Lord Malquist and Mr. Moon,Tom Stoppard,Grove Press,3.41
9780451160522,The Gunslinger (The Dark Tower #1),Stephen King,Signet,3.96
9780811214001,Everything and Nothing,Jorge Luis Borges/Eliot Weinberger/John M. Fein/James E. Irby/Donald A. Yates,New Directions,4.38
9780811209052,Seven Nights,Jorge Luis Borges/Eliot Weinberger,New Directions Publishing Corporation,4.33
9789500424134,Museo: Textos Ineditos,Adolfo Bioy Casares,Emecé Editores,4.17
9789500426169,Obra Poética,Jorge Luis Borges,Emecé Editores,4.49
9780140286809,Collected Fictions,Jorge Luis Borges/Andrew Hurley,Penguin Classics Deluxe Edition,4.58
9780802138880,The Eternal Frontier: An Ecological History of North America and Its Peoples,Tim Flannery,Grove Press,4.06
9780439440035,Hope Springs Eternal (Prairie River  #4),Kristiana Gregory,Scholastic Paperbacks,4.27
9780618619160,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,Mariner Books,4.13
9780006499268,The Reverse of the Medal (Aubrey & Maturin #11),Patrick O'Brian,HarperCollins,4.41
9780786178186,The Reverse of the Medal (Aubrey/Maturin  #11),Patrick O'Brian/Simon Vance,Blackstone Audiobooks,4.41
9781595690364,Teleny or the Reverse of the Medal,Oscar Wilde,MONDIAL,3.67
9780385495325,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,Anchor,4.29
9780786856282,The Eternity Code (Artemis Fowl  #3),Eoin Colfer,Miramax,4.04
9780152018481,How I Became a Pirate,Melinda Long/David Shannon,HMH Books for Young Readers,4.08
9781589802438,The Pirate Dictionary,Terry Breverton,Pelican Publishing Company,3.7
9781400079612,Mulliner Nights (Mr. Mulliner  #3),P.G. Wodehouse,Vintage,4.11
9780140059038,Life at Blandings,P.G. Wodehouse,Penguin Books,4.35
9781585676606,Jill the Reckless,P.G. Wodehouse,Harry N. Abrams,4.02
9781572705487,The Code of the Woosters: Jeeves to the Rescue,P.G. Wodehouse/Jonathan Cecil,AudioGO,4.36
9781585673933,P.G. Wodehouse in His Own Words,P.G. Wodehouse/Tony Ring/Barry Day,Harry N. Abrams,4.07
9781572703193,Jeeves and the Mating Season (Jeeves  #9),P.G. Wodehouse/Jonathan Cecil,AudioGO,4.26
9781585676583,Something Fresh (Blandings Castle  #1),P.G. Wodehouse,Harry N. Abrams,4.16
9781406929980,The Clicking of Cuthbert,P.G. Wodehouse,Hard Press,3.93
9781585675241,Ring for Jeeves (Jeeves  #10),P.G. Wodehouse,Harry N. Abrams,4.01
9781585674794,Ukridge,P.G. Wodehouse,Harry N. Abrams,3.89
9780743203623,Jeeves and the Tie That Binds (Jeeves  #14),P.G. Wodehouse,Touchstone,4.23
9781406904833,Right Ho  Jeeves (Jeeves  #6),P.G. Wodehouse,Hard Press,4.32
9781585673384,Blandings Castle (Blandings Castle  #3),P.G. Wodehouse,Harry N. Abrams,4.18
9781841591384,Mr. Mulliner Speaking,P.G. Wodehouse,Everyman Library / Overlook Press,4.01
9781585672325,Laughing Gas,P.G. Wodehouse,Harry N. Abrams,3.89
9781426423703,The Adventures of Sally,P.G. Wodehouse,BiblioLife,3.78
9781585672752,Meet Mr. Mulliner,P.G. Wodehouse,Harry N. Abrams,4.06
9781841591063,Eggs  Beans  and Crumpets,P.G. Wodehouse,Overlook Press,4.11
9781406953213,A Damsel in Distress,P.G. Wodehouse,rbooks,4.08
9781841591308,Uncle Fred in the Springtime (Blandings Castle  #6),P.G. Wodehouse,Everyman,4.24
9780307266613,The Best of Wodehouse: An Anthology,P.G. Wodehouse/John Mortimer,Everyman's Library,4.41
9780140281705,The World of Mr. Mulliner,P.G. Wodehouse,Penguin Books Ltd,4.32
9781585675746,Cocktail Time,P.G. Wodehouse,Harry N. Abrams,4.13
9780451173317,The Waste Lands (The Dark Tower #3),Stephen King/Ned Dameron,Signet Book,4.24
9781841591162,Jeeves in the Offing (Jeeves  #12),P.G. Wodehouse,Everyman,4.17
9781841591018,Jeeves and The Feudal Spirit (Jeeves  #11),P.G. Wodehouse,Everyman's Library,4.32
9781585676163,Piccadilly Jim,P.G. Wodehouse,Harry N. Abrams,4.02
9781841591155,Joy in the Morning (Jeeves  #8),P.G. Wodehouse,Everyman,4.34
9781841591070,The Mating Season (Jeeves  #9),P.G. Wodehouse,Everyman,4.26
9780742632592,Indiscretions of Archie,P.G. Wodehouse,Classic Books,3.87
9780440238140,The Subtle Knife (His Dark Materials  #2),Philip Pullman,Laurel Leaf Library,4.13
9780440238157,The Amber Spyglass  (His Dark Materials  #3),Philip Pullman,Laurel Leaf,4.09
9780451166586,The Eyes of the Dragon,Stephen King/David Palladini,Signet Book,3.93
9780020442608,The Voyage of the “Dawn Treader” (The Chronicles of Narnia  #3),C.S. Lewis/Pauline Baynes,Macmillan Publishing Company/Collier Books,4.09
9780679723165,Lolita,Vladimir Nabokov/John Ray Jr.,Vintage International,3.89
9780803723184,William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),Bruce Coville/Kathryn Hewitt,Dial,4.11
9780743477116,Romeo and Juliet,William Shakespeare/Paul Werstine/Barbara A. Mowat,Simon Schuster,3.74
9780521618700,Romeo and Juliet,William Shakespeare/Rex Gibson,Cambridge University Press,3.74
9780521625623,Romeo and Juliet,William Shakespeare/Michael Sheen/Kate Beckinsale/Fiona  Shaw/Norman Rodway,Naxos Audiobooks,3.74
9780060524395,Ohio Class (Silent Service #5),H. Jay Riker,Avon,3.84
9780380804689,Seawolf Class (Silent Service #3),H. Jay Riker,Avon Books,3.96
9780764542800,The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick/William L. Simon/Steve Wozniak,Wiley,3.76
9781591391678,Hardball: Are You Playing to Play or Playing to Win?,George Stalk Jr./Rob Lachenauer/Robert Lachenauer/John  Butman,Harvard Business Review Press,3.49
9781932111972,A Theory of Fun for Game Design,Raph Koster/Will Wright,Paraglyph Press,3.94
9780851621814,The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,Ian        Martin/Katie Elliott,Boosey & Hawkes Inc,5.0
9780231073370,The Pillow Book,Sei Shōnagon/Ivan Morris,Columbia University Press,4.02
9780312194406,Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,St. Martin's Griffin,3.77
9780156027595,The Cyberiad,Stanisław Lem/Michael Kandel/Daniel Mróz,Harcourt,4.18
9780898704525,Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained,Peter Kreeft/Blaise Pascal,Ignatius Press,4.37
9780192838742,Jacques the Fatalist,Denis Diderot/David Coward,Oxford University Press,3.84
9783150093351,Jacques der Fatalist und sein Herr,Denis Diderot,Reclam  Ditzingen,3.84
9780486274287,Pictorial Encyclopedia of Trades and Industry  Vol 1,Denis Diderot/Charles Coulston Gillispie,Dover Publications,3.6
9780140441734,Rameau's Nephew / D'Alembert's Dream,Denis Diderot/Leonard Tancock,Penguin Books,3.67
9780262570213,Theory of Colours,Johann Wolfgang von Goethe/Deane B. Judd,MIT Press,4.06
9780140447200,Maxims and Reflections,Johann Wolfgang von Goethe/Peter Hutchinson/Elisabeth Stopp,Penguin Books,3.82
9783895086908,War and Peace,Leo Tolstoy,Konemann,4.11
9780670034697,War and Peace,Leo Tolstoy/Anthony Briggs/Orlando Figes,Viking Adult,4.11
9781590172186,A Savage War of Peace: Algeria  1954-1962,Alistair Horne,New York Review of Books,4.23
9780375760648,War and Peace,Leo Tolstoy/Constance Garnett/A.N. Wilson,Modern Library,4.11
